,Id,JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year,Notes,Agency,Status,gender
130803,130804,legislative clerk,65235.01,949.51,0,29966.12,66184.52,96150.64,2014,,San Francisco,FT,male
129379,129380,community police services aide,65506.27,1551.83,5488.94,29329.06,72547.04,101876.1,2014,,San Francisco,FT,male
128547,128548,apprentice stationary engineer,66341.5,3191.65,5960.26,29216.7,75493.41,104710.11,2014,,San Francisco,FT,male
126143,126144,painter,77175.01,3001.86,1010,31764.33,81186.87,112951.2,2014,,San Francisco,FT,male
124854,124855,it operations support admn iii,81479.65,0,5340.17,31452.53,86819.82,118272.35,2014,,San Francisco,FT,male
123456,123457,sewer service worker,85966,2385.53,3363.27,33394.53,91714.8,125109.33,2014,,San Francisco,FT,male
123574,123575,medical social worker,90185.07,0,624,33709.3,90809.07,124518.37,2014,,San Francisco,FT,male
119794,119795,deputy sheriff,94191.02,8125.78,7115.5,35088.28,109432.3,144520.58,2014,,San Francisco,FT,male
121499,121500,plumber,97557,0,1360,35481.41,98917,134398.41,2014,,San Francisco,FT,male
121588,121589,senior administrative analyst,98753,0,0,35445.1,98753,134198.1,2014,,San Francisco,FT,male
120227,120228,sup welfare fraud investigator,104731.05,0,0,36753.78,104731.05,141484.83,2014,,San Francisco,FT,male
117688,117689,utility plumber supervisor 1,105978.11,7148.43,8474.03,37790.23,121600.57,159390.8,2014,,San Francisco,FT,male
113002,113003,police officer 2,116584.03,42044.56,7057.15,38363.27,165685.74,204049.01,2014,,San Francisco,FT,male
117421,117422,electrical transit system mech,81830.02,37277.65,8642.97,33634.44,127750.64,161385.08,2014,,San Francisco,FT,male
126483,126484,transit operator,64891.13,6731.75,4994.68,35020.66,76617.56,111638.22,2014,,San Francisco,FT,male
123535,123536,truck driver,72392.75,20609.67,1158.13,30543.26,94160.55,124703.81,2014,,San Francisco,FT,male
125498,125499,electrical line helper,76677.37,8268.13,44.19,30471.23,84989.69,115460.92,2014,,San Francisco,FT,male
126129,126130,automotive mechanic,77907.97,1674.64,2167.66,31261.13,81750.27,113011.4,2014,,San Francisco,FT,male
119795,119796,protective services worker,94691.01,13107.42,2117.12,34593.87,109915.55,144509.42,2014,,San Francisco,FT,male
114324,114325,firefighter,112703.73,10068.89,20329.12,43871.97,143101.74,186973.71,2014,,San Francisco,FT,male
114265,114266,firefighter,112703.74,20225.42,12912.5,41873.92,145841.66,187715.58,2014,,San Francisco,FT,male
115808,115809,firefighter,112703.75,7410.48,11403.39,41989.37,131517.62,173506.99,2014,,San Francisco,FT,male
118030,118031,assoc engineer,113209.02,0,4013.71,38899.92,117222.73,156122.65,2014,,San Francisco,FT,male
115151,115152,sheriff's sergeant,113866.02,12078.23,13475.2,39874.05,139419.45,179293.5,2014,,San Francisco,FT,male
112832,112833,"lieutenant, fire suppression",130961.02,11792.43,16864.48,47792.03,159617.93,207409.96,2014,,San Francisco,FT,male
112241,112242,sergeant 3,137982.01,17203.2,20838.26,42822.52,176023.47,218845.99,2014,,San Francisco,FT,male
113278,113279,inspector 3,137982.07,11179.75,6768.46,43980.51,155930.28,199910.79,2014,,San Francisco,FT,male
112960,112961,sergeant 3,137982.11,4201.64,18137.07,44636.94,160320.82,204957.76,2014,,San Francisco,FT,male
111060,111061,lieutenant 3,145532.07,26012.58,37262.7,44445.1,208807.35,253252.45,2014,,San Francisco,FT,male
111326,111327,"lieut,fire prev",154380,26500.2,12350.39,48431.41,193230.59,241662,2014,,San Francisco,FT,male
111431,111432,manager vi,177037.08,0,0,60950.96,177037.08,237988.04,2014,,San Francisco,FT,male
111255,111256,engineer,190189.1,0,0,54486.15,190189.1,244675.25,2014,,San Francisco,FT,male
110647,110648,manager viii,223870.9,0,0,70392.89,223870.9,294263.79,2014,,San Francisco,FT,male
111207,111208,clinical nurse specialist,188928,0,250,57997.65,189178,247175.65,2014,,San Francisco,FT,male
121337,121338,maintenance controller,94611.01,2071.73,3289.45,35247.89,99972.19,135220.08,2014,,San Francisco,FT,male
113426,113427,eng/arch/landscape arch sr,151730.07,0,0,46274.07,151730.07,198004.14,2014,,San Francisco,FT,male
127790,127791,truck driver,73677.01,0,2894.69,30597.42,76571.7,107169.12,2014,,San Francisco,FT,male
119197,119198,automotive machinist,79760.85,29533.58,6489.27,32763.72,115783.7,148547.42,2014,,San Francisco,FT,male
124618,124619,training officer,85699.63,0,0,33453.99,85699.63,119153.62,2014,,San Francisco,FT,male
120874,120875,electrician,98841.02,0,2953.4,36084.69,101794.42,137879.11,2014,,San Francisco,FT,male
118976,118977,building inspector,109163.07,0,3130.5,37848.91,112293.57,150142.48,2014,,San Francisco,FT,male
116379,116380,emt/paramedic/firefighter,111482.64,9761.69,9745.75,38345.34,130990.08,169335.42,2014,,San Francisco,FT,male
115573,115574,police officer,112164.05,21951.71,4004.83,37434.71,138120.59,175555.3,2014,,San Francisco,FT,male
113111,113112,firefighter,112703.77,16450.1,29344.14,43980.37,158498.01,202478.38,2014,,San Francisco,FT,male
115057,115058,police officer 2,116471.9,16807.2,8593.47,38323.15,141872.57,180195.72,2014,,San Francisco,FT,male
111625,111626,"head atty, civil & criminal",190176.04,0,1250,42400.15,191426.04,233826.19,2014,,San Francisco,FT,male
114059,114060,sheriff's lieutenant,130499.01,763.62,15304.84,43640.91,146567.47,190208.38,2014,,San Francisco,FT,male
112463,112464,"lieutenant, fire suppression",129537.66,20825.86,16424.66,47073.78,166788.18,213861.96,2014,,San Francisco,FT,male
125286,125287,transit operator,62008.48,20641.51,1337.04,32460.81,83987.03,116447.84,2014,,San Francisco,FT,male
128713,128714,asphalt finisher,64298.64,8667.78,2795.35,28323.41,75761.77,104085.18,2014,,San Francisco,FT,male
124513,124514,stationary engineer,78607,4292.45,4677.25,32063.15,87576.7,119639.85,2014,,San Francisco,FT,male
119872,119873,electrical transit system mech,81830,21273.14,7552.23,33393.13,110655.37,144048.5,2014,,San Francisco,FT,male
122950,122951,electrical transit system mech,81830,3917.29,8395.57,33574.74,94142.86,127717.6,2014,,San Francisco,FT,male
118485,118486,building inspector,109163.06,0,5458.15,38347.96,114621.21,152969.17,2014,,San Francisco,FT,male
111891,111892,firefighter,112703.73,50997.67,19999.51,43643.01,183700.91,227343.92,2014,,San Francisco,FT,male
117829,117830,police officer 2,112732.36,1275.2,5336.62,38751.35,119344.18,158095.53,2014,,San Francisco,FT,male
117280,117281,pr administrative analyst,120029.17,0,2322,39998.45,122351.17,162349.62,2014,,San Francisco,FT,male
116350,116351,manager i,120705.11,0,0,48918.95,120705.11,169624.06,2014,,San Francisco,FT,male
112171,112172,"inspector, (police department)",130260,14406.64,29251.57,46492.13,173918.21,220410.34,2014,,San Francisco,FT,male
134258,134259,porter,54703.01,2868.15,624,25954.77,58195.16,84149.93,2014,,San Francisco,FT,male
132515,132516,general laborer,60357.85,113.44,2228.56,27208.78,62699.85,89908.63,2014,,San Francisco,FT,male
129355,129356,automotive service worker,63209.55,416.36,8740.35,29565.58,72366.26,101931.84,2014,,San Francisco,FT,male
111590,111591,attorney (civil/criminal),178296.05,0,3869.32,52777.7,182165.37,234943.07,2014,,San Francisco,FT,male
122707,122708,automotive mechanic sprv 1,93478.02,299.67,600,34484.79,94377.69,128862.48,2014,,San Francisco,FT,male
130257,130258,transit car cleaner,60771.02,2811.32,6337.92,28541.08,69920.26,98461.34,2014,,San Francisco,FT,male
129678,129679,general laborer,61818,9520.37,1853.77,27596.01,73192.14,100788.15,2014,,San Francisco,FT,male
132072,132073,parking meter repairer,62300.6,0,1035,28343.3,63335.6,91678.9,2014,,San Francisco,FT,male
130145,130146,gardener,63978,5475.5,1360,28148.6,70813.5,98962.1,2014,,San Francisco,FT,male
128356,128357,parts storekeeper,64173.5,12621.27,621.6,27969.11,77416.37,105385.48,2014,,San Francisco,FT,male
129142,129143,community police services aide,64328.12,1253.28,6901.17,30158.77,72482.57,102641.34,2014,,San Francisco,FT,male
129266,129267,fingerprint technician 2,68242.96,4412.46,624,28911,73279.42,102190.42,2014,,San Francisco,FT,male
125727,125728,hodcarrier,74614,8833.55,838,30352.66,84285.55,114638.21,2014,,San Francisco,FT,male
126050,126051,painter,77175,5196.15,186,30773.93,82557.15,113331.08,2014,,San Francisco,FT,male
126599,126600,events & facilities specialist,79399.27,0,0,31791.11,79399.27,111190.38,2014,,San Francisco,FT,male
121344,121345,electrical transit system mech,81830.01,10002.91,9526.98,33833.23,101359.9,135193.13,2014,,San Francisco,FT,male
125936,125937,estate investigator,82052.01,0,0,31795.21,82052.01,113847.22,2014,,San Francisco,FT,male
117923,117924,stationary engineer,83749.52,33368.18,6403.44,33566.66,123521.14,157087.8,2014,,San Francisco,FT,male
122967,122968,carpenter,83880.02,3215.34,6849,33696.45,93944.36,127640.81,2014,,San Francisco,FT,male
122043,122044,statnry eng water treat plant,86596.9,5562.72,5148.11,34870.29,97307.73,132178.02,2014,,San Francisco,FT,male
122035,122036,police officer,88842.1,6404.21,2757.64,34197.88,98003.95,132201.83,2014,,San Francisco,FT,male
117772,117773,"operating engineer, universal",91338,28492.77,4040.77,34707.31,123871.54,158578.85,2014,,San Francisco,FT,male
119071,119072,sewer service worker,91961,12231.1,9226.1,35977.07,113418.2,149395.27,2014,,San Francisco,FT,male
121138,121139,sewer service worker,91961.04,9414.48,839.07,34139.88,102214.59,136354.47,2014,,San Francisco,FT,male
122467,122468,planner 3,94355.81,0,0,35434.72,94355.81,129790.53,2014,,San Francisco,FT,male
119179,119180,"stationary eng, sewage plant",96687.24,9812.2,5870.42,36272.66,112369.86,148642.52,2014,,San Francisco,FT,male
119048,119049,plumber,97557,7274.89,7832.98,36896.17,112664.87,149561.04,2014,,San Francisco,FT,male
114686,114687,firefighter,97567.19,42802.85,3505.92,39707.47,143875.96,183583.43,2014,,San Francisco,FT,male
121203,121204,sheet metal worker,98038.03,0,1372,36583,99410.03,135993.03,2014,,San Francisco,FT,male
117860,117861,building inspector,109163.01,4798.42,5458.35,38345.53,119419.78,157765.31,2014,,San Francisco,FT,male
113493,113494,firefighter,112703.71,28413.71,13871.67,42434.05,154989.09,197423.14,2014,,San Francisco,FT,male
112445,112446,firefighter,112703.74,39895.01,18376.25,43415.47,170975,214390.47,2014,,San Francisco,FT,male
118779,118780,assoc engineer,113209.06,0,0,38045.6,113209.06,151254.66,2014,,San Francisco,FT,male
114741,114742,transmission line supervisor 1,116567.05,11458.99,16115.74,38868.48,144141.78,183010.26,2014,,San Francisco,FT,male
112552,112553,police officer 3,117118.04,49086.04,7095.52,38575.67,173299.6,211875.27,2014,,San Francisco,FT,male
114232,114233,firefighter,118073.7,10700.77,15915.68,43394.3,144690.15,188084.45,2014,,San Francisco,FT,male
115984,115985,manager ii,122992.01,0,0,49407.29,122992.01,172399.3,2014,,San Francisco,FT,male
115112,115113,manager ii,122992.1,0,6441.29,50211.11,129433.39,179644.5,2014,,San Francisco,FT,male
116948,116949,is business analyst-principal,124371.34,0,198,40476.23,124569.34,165045.57,2014,,San Francisco,FT,male
112097,112098,sergeant 3,137982.14,35440.85,5540.46,42828.68,178963.45,221792.13,2014,,San Francisco,FT,male
113289,113290,manager iv,145542.57,0,0,54223.98,145542.57,199766.55,2014,,San Francisco,FT,male
111323,111324,"lieutenant, fire suppression",148824.01,26542.61,18004.1,48516.68,193370.72,241887.4,2014,,San Francisco,FT,male
111819,111820,manager vi,170258.58,0,0,58928.53,170258.58,229187.11,2014,,San Francisco,FT,male
110929,110930,captain 3,199160.05,0,4802.97,56417.6,203963.02,260380.62,2014,,San Francisco,FT,male
110624,110625,commander 3,218322.03,0,19167.05,62317.38,237489.08,299806.46,2014,,San Francisco,FT,male
110581,110582,"deputy dir ii, mta",243005,0,0,77471.05,243005,320476.05,2014,,San Francisco,FT,male
128703,128704,psychiatric technician,73471,0,624,30056.3,74095,104151.3,2014,,San Francisco,FT,male
133550,133551,custodian,52862,2663.28,2841.96,28539.56,58367.24,86906.8,2014,,San Francisco,FT,male
119178,119179,transit operator,67346.4,35086.17,8797.73,37417.6,111230.3,148647.9,2014,,San Francisco,FT,male
116290,116291,manager ii,120510.8,0,0,49534.5,120510.8,170045.3,2014,,San Francisco,FT,male
133040,133041,general laborer,58931.08,421.85,1223.1,27615.54,60576.03,88191.57,2014,,San Francisco,FT,male
130284,130285,cook,61374.92,8803.93,1079.95,27063.29,71258.8,98322.09,2014,,San Francisco,FT,male
127600,127601,librarian 1,74079.13,0,2591.56,31065.43,76670.69,107736.12,2014,,San Francisco,FT,male
126418,126419,engineering associate 1,80471,0,0,31449.76,80471,111920.76,2014,,San Francisco,FT,male
119746,119747,deputy sheriff,94191.01,2500.06,12086.61,36147.68,108777.68,144925.36,2014,,San Francisco,FT,male
112122,112123,firefighter,111640.48,52918.2,14646.08,42104.81,179204.76,221309.57,2014,,San Francisco,FT,male
113924,113925,firefighter,111640.52,15209.42,22201.82,42985.19,149051.76,192036.95,2014,,San Francisco,FT,male
118750,118751,police officer,112164,87.63,1819.72,37435.94,114071.35,151507.29,2014,,San Francisco,FT,male
118802,118803,assoc engineer,113209.05,0,0,38043.79,113209.05,151252.84,2014,,San Francisco,FT,male
111917,111918,incident support specialist,122759.66,42289.85,15808.31,45860.95,180857.82,226718.77,2014,,San Francisco,FT,male
113400,113401,manager iv,142365.01,0,2000,53984,144365.01,198349.01,2014,,San Francisco,FT,male
115911,115912,engineer,131071,0,0,41858.98,131071,172929.98,2014,,San Francisco,FT,male
132781,132782,general laborer,48010.2,6939.97,7451.57,26567.09,62401.74,88968.83,2014,,San Francisco,FT,male
125504,125505,transit operator,66663.43,10123.86,3226.17,35422.4,80013.46,115435.86,2014,,San Francisco,FT,male
128988,128989,administrative analyst,78792.78,0,0,24391.12,78792.78,103183.9,2014,,San Francisco,FT,male
119043,119044,"stationary eng, sewage plant",86679,21203.12,7320.72,34408.29,115202.84,149611.13,2014,,San Francisco,FT,male
123197,123198,"stationary eng, sewage plant",86679.02,529.63,5206.43,33921.32,92415.08,126336.4,2014,,San Francisco,FT,male
120333,120334,"stationary eng, sewage plant",90034.11,5796.98,9354.25,35564.16,105185.34,140749.5,2014,,San Francisco,FT,male
122409,122410,"sprv, traffic & street signs",94063.03,1553.93,0,34420.13,95616.96,130037.09,2014,,San Francisco,FT,male
120612,120613,deputy sheriff,94191,0,9394.94,35601.41,103585.94,139187.35,2014,,San Francisco,FT,male
120840,120841,deputy sheriff,94191.01,1763.56,7026.26,35094.99,102980.83,138075.82,2014,,San Francisco,FT,male
120461,120462,utility plumber apprentice,97032.89,5221.45,2114.38,35525.25,104368.72,139893.97,2014,,San Francisco,FT,male
113654,113655,fire safety inspector 2,133954.8,23231.31,8037.28,30321.07,165223.39,195544.46,2014,,San Francisco,FT,male
110537,110538,dept head v,311298.55,0,0,89772.32,311298.55,401070.87,2014,,San Francisco,FT,male
135405,135406,food service worker,48515.4,3352.79,1397.12,26493.06,53265.31,79758.37,2014,,San Francisco,FT,male
133027,133028,senior storekeeper,61036,0,0,27199.85,61036,88235.85,2014,,San Francisco,FT,male
119019,119020,steamfitter,97557.05,17093.94,18,35187.64,114668.99,149856.63,2014,,San Francisco,FT,male
120358,120359,senior microbiologist,103974.01,0,0,36586.13,103974.01,140560.14,2014,,San Francisco,FT,male
115155,115156,police officer 3,118898.11,9819.48,11708.6,38839.64,140426.19,179265.83,2014,,San Francisco,FT,male
113551,113552,is engineer-principal,138536.05,0,14663.68,43455.55,153199.73,196655.28,2014,,San Francisco,FT,male
135541,135542,junior administrative analyst,51568.1,76.24,0,27307.05,51644.34,78951.39,2014,,San Francisco,FT,male
124232,124233,transit operator,66009.9,15836.72,3356.44,35969.15,85203.06,121172.21,2014,,San Francisco,FT,male
127594,127595,automotive mechanic,74803.09,858.04,2071.54,30014.26,77732.67,107746.93,2014,,San Francisco,FT,male
127695,127696,police officer,75925.52,740.85,561.7,30210.65,77228.07,107438.72,2014,,San Francisco,FT,male
126051,126052,painter,77175,5250.75,144,30760.74,82569.75,113330.49,2014,,San Francisco,FT,male
123743,123744,medical social worker,90185,0,0,33572.9,90185,123757.9,2014,,San Francisco,FT,male
113701,113702,deputy sheriff,93115.65,53697.87,11799.81,36441.06,158613.33,195054.39,2014,,San Francisco,FT,male
113328,113329,deputy sheriff,94191,59881.89,9421.79,35848.33,163494.68,199343.01,2014,,San Francisco,FT,male
122028,122029,assoc engineer,96359.01,0,0,35893.24,96359.01,132252.25,2014,,San Francisco,FT,male
117060,117061,construction inspector,98271.04,18960.91,11558.4,35339.78,128790.35,164130.13,2014,,San Francisco,FT,male
121718,121719,health program coordinator 3,98271.08,0,0,35339.77,98271.08,133610.85,2014,,San Francisco,FT,male
121543,121544,senior administrative analyst,98753.02,0,0,35446.68,98753.02,134199.7,2014,,San Francisco,FT,male
118624,118625,building inspector,109163,1377.94,3820.77,37995.73,114361.71,152357.44,2014,,San Francisco,FT,male
118083,118084,"member, board of supervisors",109388.67,0,0,46334.49,109388.67,155723.16,2014,,San Francisco,FT,male
115201,115202,utility plumber supervisor 1,109666.01,23546.1,6824.67,38888.27,140036.78,178925.05,2014,,San Francisco,FT,male
112388,112389,firefighter,111640.49,44306.19,17061,42510.62,173007.68,215518.3,2014,,San Francisco,FT,male
